Id,SalePrice
1693,142575.66
1694,173497.44
1695,188415.73
1696,206491.64
1697,195782.6
1698,290484.53
1699,304862.44
1700,185966.31
1701,272569.47
1702,214272.81
1703,209754.61
1704,219954.31
1705,243472.11
1706,329738.34
1707,199241.6
1708,180694.8
1709,225921.92
1710,230941.19
1711,214475.62
1712,289894.53
1713,207369.42
1714,197921.03
1715,200419.52
1716,175955.22
1717,174736.84
1718,146878.47
1719,213604.02
1720,197839.31
1721,181841.78
1722,142121.3
1723,136293.25
1724,211555.83
1725,200259.8
1726,186262.9
1727,159516.14
1728,165099.12
1729,138379.11
1730,170804.67
1731,116747.58
1732,133489.72
1733,107070.984
1734,123874.6
1735,117894.4
1736,106547.625
1737,226167.67
1738,182343.14
1739,295079.56
1740,202968.12
1741,158785.02
1742,172614.48
1743,200098.47
1744,260232.52
1745,229521.27
1746,213227.08
1747,228619.03
1748,201005.44
1749,136834.0
1750,113379.125
1751,238805.05
1752,113040.87
1753,134385.25
1754,204262.34
1755,168440.36
1756,112120.33
1757,106219.82
1758,132392.3
1759,165230.48
1760,139725.36
1761,118248.42
1762,204120.0
1763,163983.12
1764,140920.39
1765,150753.28
1766,180918.95
1767,206304.25
1768,115035.72
1769,154960.84
1770,164214.11
1771,128815.71
1772,126224.6
1773,136146.72
1774,159682.34
1775,123903.9
1776,127227.45
1777,104653.25
1778,132154.52
1779,143225.45
1780,212395.98
1781,139060.02
1782,120909.88
1783,142222.03
1784,114560.47
1785,117062.65
1786,117076.16
1787,173097.81
1788,69255.336
1789,100488.195
1790,72576.76
1791,175646.9
1792,138992.27
1793,147942.25
1794,147721.61
1795,133976.28
1796,157524.11
1797,133862.36
1798,140740.4
1799,125904.92
1800,142523.73
1801,141798.53
1802,131134.2
1803,139946.73
1804,128444.63
1805,115026.836
1806,115296.9
1807,127690.45
1808,134470.62
1809,136576.78
1810,139083.5
1811,114939.984
1812,119952.82
1813,119123.016
1814,94688.36
1815,58293.098
1816,108905.84
1817,136021.22
1818,158218.48
1819,132700.47
1820,113574.14
1821,141533.6
1822,132590.67
1823,76318.89
1824,121243.47
1825,160779.97
1826,111897.61
1827,134230.27
1828,125263.45
1829,119336.22
1830,138877.92
1831,145696.27
1832,91883.44
1833,127384.68
1834,115451.38
1835,139839.47
1836,122495.65
1837,85483.945
1838,126340.58
1839,94936.66
1840,137507.05
1841,110948.484
1842,103703.45
1843,125725.18
1844,129714.64
1845,185221.33
1846,141615.02
1847,145498.27
1848,72061.766
1849,126335.76
1850,147999.4
1851,145576.4
1852,128848.39
1853,107809.64
1854,133535.17
1855,117931.625
1856,227278.39
1857,159648.55
1858,145804.12
1859,116586.14
1860,141108.53
1861,155683.7
1862,304520.12
1863,242235.11
1864,296430.03
1865,245394.78
1866,326486.88
1867,223854.23
1868,224574.83
1869,191055.88
1870,220515.31
1871,258192.6
1872,182940.23
1873,217755.92
1874,137120.86
1875,207023.03
1876,184320.02
1877,183710.36
1878,212492.83
1879,134678.92
1880,129058.81
1881,228272.62
1882,269399.88
1883,185308.97
1884,244643.55
1885,216758.5
1886,231367.53
1887,193080.45
1888,232237.2
1889,168154.03
1890,150073.78
1891,121983.3
1892,94376.88
1893,141449.27
1894,120856.04
1895,139722.16
1896,141955.62
1897,123371.06
1898,132733.12
1899,129186.266
1900,172483.33
1901,180714.61
1902,135981.92
1903,228822.33
1904,142895.42
1905,193996.11
1906,174140.94
1907,193376.39
1908,113214.46
1909,131197.25
1910,127011.42
1911,170758.42
1912,334000.53
1913,147316.3
1914,70475.08
1915,307595.66
1916,85730.586
1917,229117.11
1918,169139.62
1919,132755.92
1920,128887.48
1921,323591.06
1922,273663.44
1923,202538.1
1924,185075.48
1925,202458.33
1926,325674.3
1927,142901.4
1928,141644.47
1929,110038.9
1930,149109.39
1931,139279.02
1932,148344.05
1933,169158.81
1934,185100.73
1935,194111.03
1936,188828.75
1937,192568.48
1938,135695.88
1939,316630.0
1940,186518.33
1941,165174.72
1942,184587.39
1943,186258.45
1944,311316.47
1945,275823.75
1946,168702.73
1947,306852.03
1948,191348.73
1949,230836.6
1950,137178.81
1951,167603.12
1952,168840.98
1953,145927.23
1954,210061.48
1955,104435.7
1956,208510.47
1957,167578.19
1958,267921.5
1959,155477.9
1960,106156.125
1961,119310.38
1962,111789.875
1963,127491.266
1964,121147.53
1965,139023.16
1966,137131.72
1967,249813.44
1968,322391.9
1969,273244.34
1970,389837.62
1971,373028.3
1972,300358.2
1973,253558.02
1974,290334.44
1975,292902.2
1976,252528.55
1977,300832.9
1978,358117.4
1979,251087.2
1980,165623.31
1981,211974.28
1982,212944.4
1983,205774.11
1984,171238.69
1985,220469.05
1986,195912.95
1987,169342.83
1988,207595.98
1989,169374.31
1990,222160.9
1991,198574.81
1992,184646.03
1993,140670.5
1994,189507.44
1995,187017.06
1996,256698.61
1997,251403.73
1998,266821.0
1999,246486.83
2000,295394.34
2001,251616.97
2002,217108.12
2003,269406.8
2004,218617.36
2005,231767.47
2006,233671.92
2007,240262.7
2008,199736.03
2009,182254.47
2010,189346.83
2011,163959.81
2012,168846.78
2013,183396.5
2014,163922.3
2015,210036.45
2016,156249.66
2017,197567.25
2018,120676.03
2019,120559.27
2020,96125.66
2021,139208.62
2022,183312.73
2023,139493.3
2024,215785.39
2025,308405.75
2026,155473.02
2027,170575.48
2028,170146.89
2029,157019.25
2030,256027.73
2031,206218.88
2032,224994.14
2033,205010.58
2034,133345.31
2035,187305.33
2036,212018.77
2037,196435.12
2038,298669.78
2039,195305.75
2040,334302.62
2041,250591.55
2042,197479.28
2043,158674.36
2044,144560.66
2045,163587.62
2046,150462.58
2047,133601.28
2048,143309.34
2049,155328.81
2050,162617.64
2051,129171.98
2052,140499.42
2053,147410.03
2054,109302.69
2055,114595.33
2056,163861.81
2057,114932.53
2058,223721.48
2059,155701.67
2060,147278.78
2061,176324.11
2062,119010.484
2063,121445.63
2064,122139.87
2065,133036.64
2066,160589.64
2067,161706.9
2068,119812.08
2069,96114.66
2070,118974.06
2071,102365.54
2072,153955.5
2073,146856.34
2074,149289.53
2075,126273.125
2076,132636.45
2077,157024.8
2078,123672.28
2079,137761.3
2080,147449.55
2081,118249.88
2082,135787.02
2083,157393.47
2084,117202.17
2085,126512.63
2086,129212.016
2087,125218.07
2088,95143.58
2089,91656.414
2090,148348.86
2091,126574.54
2092,127098.18
2093,141035.2
2094,141919.75
2095,161020.88
2096,86626.32
2097,90204.95
2098,130841.4
2099,57003.81
2100,126963.945
2101,132313.53
2102,168286.7
2103,129126.4
2104,128920.55
2105,149703.56
2106,78435.58
2107,184423.05
2108,111818.56
2109,114636.2
2110,115843.57
2111,135634.81
2112,142228.81
2113,128964.195
2114,111528.88
2115,189679.75
2116,115672.016
2117,138841.64
2118,132403.16
2119,112701.16
2120,141272.66
2121,97785.16
2122,133061.52
2123,88973.8
2124,198156.55
2125,160058.78
2126,166815.53
2127,131728.08
2128,163703.58
2129,115688.9
2130,147650.77
2131,147094.06
2132,110439.766
2133,143488.08
2134,141069.64
2135,102634.06
2136,90534.87
2137,106123.734
2138,113067.29
2139,152583.28
2140,152892.23
2141,138395.47
2142,115846.0
2143,146284.5
2144,122302.234
2145,137584.44
2146,150126.61
2147,130348.82
2148,119259.195
2149,139397.4
2150,200556.22
2151,150319.73
2152,185623.28
2153,161493.45
2154,106451.24
2155,154126.36
2156,244649.61
2157,180050.42
2158,203848.42
2159,197287.84
2160,179097.9
2161,248252.61
2162,316647.53
2163,276347.97
2164,202197.66
2165,177372.8
2166,117955.47
2167,235819.5
2168,188564.22
2169,183941.95
2170,166119.86
2171,112075.96
2172,119168.24
2173,176129.83
2174,202023.02
2175,209517.89
2176,245967.88
2177,219608.05
2178,236513.19
2179,163512.92
2180,159718.44
2181,212971.62
2182,206127.45
2183,187604.05
2184,116529.11
2185,135769.67
2186,139741.61
2187,153695.84
2188,160718.48
2189,261607.56
2190,92450.46
2191,117581.016
2192,98654.59
2193,118235.79
2194,118091.55
2195,110328.7
2196,102858.84
2197,114973.53
2198,181026.12
2199,166960.53
2200,150727.56
2201,128255.766
2202,232627.11
2203,185164.64
2204,166576.28
2205,146867.4
2206,152665.52
2207,248491.14
2208,290285.97
2209,217710.86
2210,98330.54
2211,113261.98
2212,120462.96
2213,117420.89
2214,134635.9
2215,129596.19
2216,147449.55
2217,85904.664
2218,97461.36
2219,86182.76
2220,88880.84
2221,268590.0
2222,251413.08
2223,219853.64
2224,255726.38
2225,172199.33
2226,162299.1
2227,186741.0
2228,261720.36
2229,230070.45
2230,163494.98
2231,226185.58
2232,181645.06
2233,162660.45
2234,250005.05
2235,191931.38
2236,243954.38
2237,291844.3
2238,190233.9
2239,122503.945
2240,154499.56
2241,142270.06
2242,133492.52
2243,153462.38
2244,127245.77
2245,80566.234
2246,140500.1
2247,114177.305
2248,133698.92
2249,109121.67
2250,139278.61
2251,149489.98
2252,171847.75
2253,170179.98
2254,180663.78
2255,177608.94
2256,179589.8
2257,193664.11
2258,147905.84
2259,199886.58
2260,147210.27
2261,188716.42
2262,200489.48
2263,272574.4
2264,402797.78
2265,163847.9
2266,271672.1
2267,288244.3
2268,331142.25
2269,140399.23
2270,194438.4
2271,213472.47
2272,188286.95
2273,145485.5
2274,166110.52
2275,128263.96
2276,167102.61
2277,160374.45
2278,166253.47
2279,150397.16
2280,142786.3
2281,154412.8
2282,165060.55
2283,104551.4
2284,110261.914
2285,135074.33
2286,132564.0
2287,261569.39
2288,274116.1
2289,288181.66
2290,280029.75
2291,333601.97
2292,270201.1
2293,286364.16
2294,368599.44
2295,352780.9
2296,267304.9
2297,322157.4
2298,273127.62
2299,382898.06
2300,261151.39
2301,238697.36
2302,186437.42
2303,252408.64
2304,195002.75
2305,154609.67
2306,168822.31
2307,172801.6
2308,226710.58
2309,231348.56
2310,172622.05
2311,173454.42
2312,187952.36
2313,172078.66
2314,192235.83
2315,167073.61
2316,169539.97
2317,172445.34
2318,181078.11
2319,217548.77
2320,191963.95
2321,210712.56
2322,201769.25
2323,190731.28
2324,163742.3
2325,208700.06
2326,173542.78
2327,245844.06
2328,263125.6
2329,169258.22
2330,198730.55
2331,259406.4
2332,342553.66
2333,252586.83
2334,212343.33
2335,239902.33
2336,260834.55
2337,193353.89
2338,277910.97
2339,230373.66
2340,277473.47
2341,234549.12
2342,236781.98
2343,198916.17
2344,168856.92
2345,230870.28
2346,224647.02
2347,187464.72
2348,222457.52
2349,168956.64
2350,306045.72
2351,221502.97
2352,230168.55
2353,204388.81
2354,143744.75
2355,150263.83
2356,142113.44
2357,190565.47
2358,180108.3
2359,170746.2
2360,116706.73
2361,125913.086
2362,218961.22
2363,125850.06
2364,162892.84
2365,191390.16
2366,205031.11
2367,248265.16
2368,168177.92
2369,226362.53
2370,151971.89
2371,161123.95
2372,160393.58
2373,270307.53
2374,267079.4
2375,235496.77
2376,172267.66
2377,220670.34
2378,142219.6
2379,209203.03
2380,151529.62
2381,158813.64
2382,195749.92
2383,201483.7
2384,245285.28
2385,151827.61
2386,142644.08
2387,140200.94
2388,104122.14
2389,102817.266
2390,144688.1
2391,128796.55
2392,122400.24
2393,161902.72
2394,147842.67
2395,179129.5
2396,141838.98
2397,184549.38
2398,136257.12
2399,80572.08
2400,57842.16
2401,123814.37
2402,145900.25
2403,147529.16
2404,139819.06
2405,142653.33
2406,143926.64
2407,124478.8
2408,145264.1
2409,133628.05
2410,161273.38
2411,138359.84
2412,141308.78
2413,125400.07
2414,148813.2
2415,124958.84
2416,129886.21
2417,128606.67
2418,135147.0
2419,168647.88
2420,130150.82
2421,123949.4
2422,141248.02
2423,127926.55
2424,155240.55
2425,193325.5
2426,97792.06
2427,135300.2
2428,180055.4
2429,105059.55
2430,132312.78
2431,108968.484
2432,130845.89
2433,118290.04
2434,130337.38
2435,132900.7
2436,128107.84
2437,97938.875
2438,152887.12
2439,125152.05
2440,131290.62
2441,98110.414
2442,129318.77
2443,128065.22
2444,130004.06
2445,78418.08
2446,122195.67
2447,166201.0
2448,145916.94
2449,112661.18
2450,151915.81
2451,138632.98
2452,191723.38
2453,108325.26
2454,124952.53
2455,124808.78
2456,143018.53
2457,123612.02
2458,135850.75
2459,109092.74
2460,139005.0
2461,119352.375
2462,136551.38
2463,132475.4
2464,161075.55
2465,139289.23
2466,122488.17
2467,159644.58
2468,87675.95
2469,106456.01
2470,167726.89
2471,186272.31
2472,124148.15
2473,106782.305
2474,74986.28
2475,221774.6
2476,118454.516
2477,147966.66
2478,159682.34
2479,94598.46
2480,138415.67
2481,134729.67
2482,141463.7
2483,123402.72
2484,123835.5
2485,140400.05
2486,143414.06
2487,240957.75
2488,204681.2
2489,134176.77
2490,135825.61
2491,75711.11
2492,169370.44
2493,162140.53
2494,175133.56
2495,81607.87
2496,183614.73
2497,191116.38
2498,118968.27
2499,88965.14
2500,126944.09
2501,132635.7
2502,149092.77
2503,114306.08
2504,211484.83
2505,252045.42
2506,232923.47
2507,261373.89
2508,245872.89
2509,177725.84
2510,188324.66
2511,179007.56
2512,202020.9
2513,212965.94
2514,239119.31
2515,153724.44
2516,160946.88
2517,152884.5
2518,147363.36
2519,281839.03
2520,204738.4
2521,215753.9
2522,189787.05
2523,124365.01
2524,136247.64
2525,135812.14
2526,144278.17
2527,126372.51
2528,134965.39
2529,134439.6
2530,115058.87
2531,217404.62
2532,205624.42
2533,179470.47
2534,217988.84
2535,317105.03
2536,199333.77
2537,210083.12
2538,198197.38
2539,180755.47
2540,152299.64
2541,204994.73
2542,159888.06
2543,133886.61
2544,123746.016
2545,140379.56
2546,146873.98
2547,117363.79
2548,165840.33
2549,136515.56
2550,227062.4
2551,128858.96
2552,132223.72
2553,112065.7
2554,98611.89
2555,135029.38
2556,119595.3
2557,85448.98
2558,132479.7
2559,130582.984
2560,172740.95
2561,134153.36
2562,160716.8
2563,170489.61
2564,209808.22
2565,135235.45
2566,199462.5
2567,136835.17
2568,159331.4
2569,185820.4
2570,158611.42
2571,174470.75
2572,168425.75
2573,210300.22
2574,268444.78
2575,119404.41
2576,161538.6
2577,155952.52
2578,106042.9
2579,78507.266
2580,130219.1
2581,89419.11
2582,121746.33
2583,227257.6
2584,119303.445
2585,144851.84
2586,178998.69
2587,208160.8
2588,182523.03
2589,128500.38
2590,194880.42
2591,216531.84
2592,173934.64
2593,213386.97
2594,166817.44
2595,201797.73
2596,224063.77
2597,175929.55
2598,206697.72
2599,313199.12
2600,163371.08
2601,155519.42
2602,95081.72
2603,124158.57
2604,70706.93
2605,91606.08
2606,121777.1
2607,180963.47
2608,171655.95
2609,132352.03
2610,123884.05
2611,115342.98
2612,154334.62
2613,135705.08
2614,122610.42
2615,142777.31
2616,157506.98
2617,159732.0
2618,174259.06
2619,213115.27
2620,185135.69
2621,189092.03
2622,190030.28
2623,249575.06
2624,322828.47
2625,308029.8
2626,153823.12
2627,191279.94
2628,346335.5
2629,382734.5
2630,376927.97
2631,345012.22
2632,378019.8
2633,248299.73
2634,318910.12
2635,140592.05
2636,197860.83
2637,157126.81
2638,206848.38
2639,167007.5
2640,112982.99
2641,132698.95
2642,196633.61
2643,138158.77
2644,136414.45
2645,128042.26
2646,106412.266
2647,118734.555
2648,168585.64
2649,131486.47
2650,130749.46
2651,189953.1
2652,276903.8
2653,204369.52
2654,231385.4
2655,263788.4
2656,262020.03
2657,304530.3
2658,284664.84
2659,299875.34
2660,324821.0
2661,249105.2
2662,273626.9
2663,221236.77
2664,243509.95
2665,297123.72
2666,280764.6
2667,168677.31
2668,204840.16
2669,162630.67
2670,293070.97
2671,200282.7
2672,151818.92
2673,173277.69
2674,167170.2
2675,163740.75
2676,171125.88
2677,163416.27
2678,243914.14
2679,201625.56
2680,207159.5
2681,303502.78
2682,257535.75
2683,461362.7
2684,267040.94
2685,306156.34
2686,222771.08
2687,257650.95
2688,205208.33
2689,235341.4
2690,336036.03
2691,188879.19
2692,143140.92
2693,172619.42
2694,143208.38
2695,161895.16
2696,160060.77
2697,175068.77
2698,164713.97
2699,156801.38
2700,170093.34
2701,147153.14
2702,129007.13
2703,155830.45
2704,157456.22
2705,125314.71
2706,106795.44
2707,113137.61
2708,142842.95
2709,106163.82
2710,118392.18
2711,287417.25
2712,356645.38
2713,155544.2
2714,176257.86
2715,157705.23
2716,146605.3
2717,222232.75
2718,208392.19
2719,153099.56
2720,162497.19
2721,130730.39
2722,157438.2
2723,127488.34
2724,124844.016
2725,138452.89
2726,142466.92
2727,145507.28
2728,178871.73
2729,158503.47
2730,123004.875
2731,153997.06
2732,129539.97
2733,144415.97
2734,134452.42
2735,122898.875
2736,143755.58
2737,124902.97
2738,151478.05
2739,171276.25
2740,129844.35
2741,150571.1
2742,141541.44
2743,141116.6
2744,121574.375
2745,130013.37
2746,130697.6
2747,147286.66
2748,132754.9
2749,145564.05
2750,134088.62
2751,148993.97
2752,162381.47
2753,125138.445
2754,168278.52
2755,136284.03
2756,98687.16
2757,92291.984
2758,86119.984
2759,170378.44
2760,130194.02
2761,156310.02
2762,145444.44
2763,198717.66
2764,185522.58
2765,229998.5
2766,167536.33
2767,99369.016
2768,138694.47
2769,135363.06
2770,162153.83
2771,129585.19
2772,128657.09
2773,157966.55
2774,150838.56
2775,102049.83
2776,133698.03
2777,165364.48
2778,130873.34
2779,135622.39
2780,107817.664
2781,100783.89
2782,98673.79
2783,101813.02
2784,103616.45
2785,131879.3
2786,56076.016
2787,109628.5
2788,86094.695
2789,174207.89
2790,99880.164
2791,116509.78
2792,69110.84
2793,155217.61
2794,103654.6
2795,121422.24
2796,115894.07
2797,227159.44
2798,100960.13
2799,139368.17
2800,91474.086
2801,117806.29
2802,165890.62
2803,151688.81
2804,144595.12
2805,114697.23
2806,115267.21
2807,164078.39
2808,131732.1
2809,152803.31
2810,102188.22
2811,178367.86
2812,140053.4
2813,148448.92
2814,167269.88
2815,115672.79
2816,169059.62
2817,136474.83
2818,138333.98
2819,190325.36
2820,147191.31
2821,94599.91
2822,209494.52
2823,228277.86
2824,156694.64
2825,149448.08
2826,143906.05
2827,168845.98
2828,170974.0
2829,173536.83
2830,233405.33
2831,153914.55
2832,175543.75
2833,272240.84
2834,230756.7
2835,201429.53
2836,201688.45
2837,121859.586
2838,143144.75
2839,167563.48
2840,187093.77
2841,185845.75
2842,222104.14
2843,132627.73
2844,141028.2
2845,102835.305
2846,202256.08
2847,196554.48
2848,182401.75
2849,253094.4
2850,232124.05
2851,233995.5
2852,224406.77
2853,216332.66
2854,128468.89
2855,203601.69
2856,221607.56
2857,194114.19
2858,149438.95
2859,121727.87
2860,121565.68
2861,111959.836
2862,189081.03
2863,129069.27
2864,262476.47
2865,150495.16
2866,177667.05
2867,108963.086
2868,111632.734
2869,110087.805
2870,121930.26
2871,102702.51
2872,55740.86
2873,100983.05
2874,146159.0
2875,109639.484
2876,196182.94
2877,138721.06
2878,216181.28
2879,141661.62
2880,111524.414
2881,183662.19
2882,176969.48
2883,178061.08
2884,209041.28
2885,183728.58
2886,213478.56
2887,103327.23
2888,123127.41
2889,54282.883
2890,93132.38
2891,150490.42
2892,54541.246
2893,90139.43
2894,61057.15
2895,314088.1
2896,290791.1
2897,179547.84
2898,179603.84
2899,241677.39
2900,133457.39
2901,152351.22
2902,153869.78
2903,303116.03
2904,243647.47
2905,126233.99
2906,159295.1
2907,128220.17
2908,142735.38
2909,112348.52
2910,75794.984
2911,81419.43
2912,141417.3
2913,90578.56
2914,81408.56
2915,115999.89
2916,88570.23
2917,135968.69
2918,125477.11
2919,220662.56
